FID,STOPID,NAME,TOWN,0730_0930,1200_1400,1500_1830,2000_2100,x,y,z,PhotoF,PhotoS
13808,28682,Century Way Component 4000,Colton,1,0,1,0,437952,433574,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28682&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28682&view=side
13809,28688,Tyersal Crescent Tyersal Green,Tyersal,3,3,2,1,419888,432876,180,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28688&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28688&view=side
13810,28689,Tyersal Crescent Tyersal Green,Tyersal,3,3,2,1,419907,432874,180,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28689&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28689&view=side
13811,28690,Kent Road Valley Road,Pudsey,3,3,2,1,423002,432727,110,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28690&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28690&view=side
13812,28694,Hebden Bridge Road Best Lane,Oxenhope,1,1,1,0,403130,434816,230,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28694&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28694&view=side
13813,28695,Hebden Bridge Road Hill House Lane,Oxenhope,1,1,1,0,402953,434538,260,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28695&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28695&view=side
13814,28697,Moorhouse Lane Moorhouse Court,Oxenhope,2,1,1,1,403142,435354,200,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28697&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28697&view=side
13815,28699,Abbey Road,Fartown,1,2,1,0,414902,418389,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28699&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28699&view=side
13816,28700,Hammond Street,Fartown,1,2,1,0,414972,418308,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28700&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28700&view=side
13817,28709,Stand A Hemsworth Bus Station,Hemsworth,3,4,2,1,442913,413125,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28709&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28709&view=side
13818,28710,Stand B Hemsworth Bus Station,Hemsworth,5,3,3,1,442923,413122,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28710&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28710&view=side
13819,28711,Stand C Hemsworth Bus Station,Hemsworth,3,5,3,1,442933,413122,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28711&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28711&view=side
13820,28712,Stand D Hemsworth Bus Station,Hemsworth,1,2,1,1,442941,413120,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28712&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28712&view=side
13821,28713,Stand E Hemsworth Bus Station,Hemsworth,2,2,2,2,442949,413121,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28713&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28713&view=side
13822,28714,Weston Drive Bennett Court,Otley,2,2,2,1,419539,446312,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28714&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28714&view=side
13823,28715,West Busk Lane Maylea Drive,Otley,1,1,1,0,418515,444788,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28715&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28715&view=side
13824,28716,West Busk Lane Maylea Drive,Otley,0,1,1,0,418521,444840,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28716&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28716&view=side
13825,28717,Weston Drive Ridding Gate,Otley,1,2,2,1,419373,446362,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28717&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28717&view=side
13826,28718,Weston Lane Green Lane Otley,Otley,2,2,2,1,419665,446193,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28718&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28718&view=side
13827,28719,Great Horton Road South Brook Terrace,Bradford,5,6,5,2,415944,432801,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28719&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28719&view=side
13828,28721,J6 John Street,Bradford,0,0,0,0,416113,433324,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28721&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28721&view=side
13829,28723,Savile Park Road,Halifax,1,1,1,1,408601,424213,180,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28723&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28723&view=side
13830,28726,Roker Lane,Pudsey,1,1,1,0,423164,432229,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28726&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28726&view=side
13831,28727,Roker Lane,Pudsey,1,1,1,0,423465,431909,100,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28727&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28727&view=side
13832,28728,Moor Bottom Road Whitley Drive,Illingworth,1,1,1,1,407973,429011,250,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28728&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28728&view=side
13833,28730,Holme Valley Hospital Residential Home,Holmfirth,3,4,4,0,414303,409129,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28730&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28730&view=side
13834,28732,Woolley Green High Street,Woolley,1,1,0,0,432089,413215,120,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28732&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28732&view=side
13835,28733,Main Street North View,Menston,2,3,2,2,417448,443535,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28733&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28733&view=side
13836,28734,Hawksworth Drive St Peters Way,Menston,0,2,2,0,416946,443578,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28734&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28734&view=side
13837,28735,Hawksworth Drive,Menston,0,2,2,0,417106,443517,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28735&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28735&view=side
13838,28736,Cleasby Road Hawksworth Drive,Menston,0,2,2,0,417309,443517,140,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28736&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28736&view=side
13839,28737,Bradford Road,Menston,0,0,1,0,417866,443504,130,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28737&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28737&view=side
13840,28761,Beacon House,Upton,1,1,1,0,447387,413521,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28761&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28761&view=side
13841,28762,Wakefield Road North Street,Warmfield,3,6,4,1,438052,421524,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28762&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28762&view=side
13842,28776,Barnsley Road Orchard Drive,Ackworth,1,1,1,0,443984,416167,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28776&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28776&view=side
13843,28777,Ackworth Road Elm Park,Carleton,1,1,1,0,445467,420778,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28777&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28777&view=side
13844,28786,Oaks Lane,Allerton,0,0,0,0,412437,433599,180,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28786&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28786&view=side
13845,28787,Rhodesway,Allerton,0,0,0,0,412660,433617,170,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28787&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28787&view=side
13846,28788,Rhodesway,Allerton,0,0,0,0,412689,433821,170,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28788&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28788&view=side
13847,28789,Dallam Avenue,Saltaire,1,1,1,0,413371,437949,80,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28789&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28789&view=side
13848,28790,Lister Lane,Bolton,0,0,0,0,417113,434979,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28790&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28790&view=side
13849,28791,Lister Lane Valley View Grove,Undercliffe,0,0,0,0,417057,434992,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28791&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28791&view=side
13850,28792,Conduit Street Carlisle Rd,Manningham,0,0,0,0,415066,434418,150,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28792&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28792&view=side
13851,28794,Southmoor Rd Grove Lane,Hemsworth,2,1,1,0,443012,412781,60,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28794&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28794&view=side
13852,28812,Undercliffe Road,Undercliffe,1,1,1,0,417776,435317,210,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28812&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28812&view=side
13853,28813,Undercliffe Road,Undercliffe,1,1,1,0,417795,435456,200,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28813&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28813&view=side
13854,28836,Crossley St Elsicker Lane,Warmfield,3,3,1,0,437622,420795,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28836&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28836&view=side
13855,28843,Hollins Road Henshaw Woods,Walsden,1,1,1,1,393216,422561,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28843&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28843&view=side
13856,28845,Higher Coach Road,Baildon,0,0,0,0,413672,438477,70,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28845&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28845&view=side
13857,28883,Thorpe Lane Doncaster Road,Thorpe Audlin,0,1,1,0,447802,416312,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28883&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28883&view=side
13858,28894,Selby Road Thorpe Park Business Park,Colton,9,9,8,4,437675,433106,90,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28894&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28894&view=side
13859,28895,Scatcherd Lane Cricket Ground,Morley,0,0,0,0,425812,427540,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28895&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28895&view=side
13860,28896,Aire Valley Way Pontefract Lane,Cross Green,0,0,0,0,432270,432620,40,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28896&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28896&view=side
13861,28905,Nursery Lane Ovenden Way,Ovenden,1,1,1,0,407475,426998,230,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28905&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28905&view=side
13862,28906,Carr Lane Hollin Lane,Wrose,2,3,3,1,415617,436932,160,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28906&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28906&view=side
13863,28909,Arthington Lane Park Cottages,Arthington,0,1,1,0,427472,444686,50,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28909&view=front,http://apps.westyorks-ca.gov.uk/stopinformation/GetPhotos.aspx?stopnumber=28909&view=side
